seed,zone_class,disagreement_day1_7,disagreement_day8_37,disagreement_full_37day
20260721,total,0.0007780430874896037,0.16068125049488557,0.12685448993722828
20260721,core,0.0007995809093164962,0.16259026664509582,0.12852457113001073
20260721,periphery,0.0,0.07223168654173764,0.05382076669205382
20260722,total,0.0007781057150523209,0.1453929085856455,0.11454684888858366
20260722,core,0.0007996470523355209,0.1471018637508264,0.11605329837846062
20260722,periphery,0.0,0.06441393875395987,0.047594278283485045
20260723,total,0.0008585994097129058,0.15822122085256035,0.12484992631453168
20260723,core,0.0008823691611978161,0.16023607524898562,0.12660054942496624
20260723,periphery,0.0,0.06491288008199522,0.048333757313660644
