seed,zone_class,n_requests,mean_candidate_pool,pct_zero_candidates
20260721,core,190574,115.08026278505987,0.0005247305508621323
20260721,periphery,4934,26.574381840291853,3.7089582488852857
20260722,core,190574,113.73935059347025,0.0
20260722,periphery,4934,31.479935143899475,0.0
20260723,core,190574,113.03642679484085,0.0005247305508621323
20260723,periphery,4934,28.063032022699634,4.843940008107013
